n,method,depth,p_succ,energy,approx_ratio,feas_ratio,feas_approx_ratio,p_opt,p_999,p_99,p_9,rnd_approx_ratio,min_val,rnd_val,max_val
6,linear,6,0.09744001301216315,-457.7427818422216,0.7974612924080515,0.8385275812405102,0.951025714894547,0.09744001301216315,0.09744001301216315,0.19407129481485152,0.6959200729807684,0.7619661538774771,-574.0,-85.59375,0.0
6,direct,7,0.10660338211608393,-436.429179595044,0.7603295811760349,0.7953216108368654,0.9560026671172551,0.10660338211608393,0.10660338211608393,0.2125361895435351,0.6866626104381537,0.7183270680812213,-574.0,-85.59375,0.0
6,linear,7,0.11140905585419761,-483.8298517594249,0.8429091494066635,0.8829841901553895,0.9546140902685092,0.11140905585419761,0.11140905585419761,0.22170012670909417,0.7494821276482501,0.815378799430648,-574.0,-85.59375,0.0
6,direct,8,0.11949999202306225,-468.75547674754205,0.8166471720340454,0.8516106418310718,0.9589443014452584,0.11949999202306225,0.11949999202306225,0.23820504008319926,0.7465037749721581,0.7845143806975076,-574.0,-85.59375,0.0
6,linear,8,0.12586263271430698,-498.71900412166275,0.8688484392363462,0.9077626797963898,0.9571317025626433,0.12586263271430698,0.12586263271430698,0.25153693882825,0.794621650586598,0.8458639792624741,-574.0,-85.59375,0.0
6,direct,9,0.12848573618122636,-485.32813774190004,0.8455194037315332,0.8797629620241717,0.9610763810585407,0.12848573618122636,0.12848573618122636,0.2560178819283583,0.7805142338485042,0.8184465037904409,-574.0,-85.59375,0.0
6,linear,9,0.12704496752409902,-516.2435843799312,0.8993790668639918,0.939322277541608,0.9574765640796304,0.12704496752409902,0.12704496752409902,0.2520946043264609,0.8117352524709149,0.8817451340557809,-574.0,-85.59375,0.0
6,direct,10,0.13832227756196536,-496.82349292036537,0.8655461549135286,0.8997399729852342,0.9619958887029834,0.13832227756196536,0.13832227756196536,0.27507968048339093,0.8078548228694997,0.8419829658616477,-574.0,-85.59375,0.0
6,linear,10,0.14215018793081863,-527.769535618931,0.9194591212873362,0.9570909107856118,0.9606810710725628,0.14215018793081863,0.14215018793081863,0.28212433182919827,0.8490975340807565,0.9053442408219201,-574.0,-85.59375,0.0
6,direct,11,0.14939231129032587,-514.7879859912356,0.8968431811694001,0.9303322706584245,0.9640030873428446,0.14939231129032587,0.14939231129032587,0.2966977546057147,0.8453276514508961,0.8787648315131831,-574.0,-85.59375,0.0
6,linear,11,0.1507324644787013,-531.9095229730381,0.9266716428101709,0.9624030531540063,0.962872717177345,0.1507324644787013,0.1507324644787013,0.3008622146312683,0.8741392473894573,0.9138207649329592,-574.0,-85.59375,0.0
6,direct,12,0.15806632689084224,-528.4406748830193,0.9206283534547374,0.953447655609611,0.965578286378092,0.15806632689084224,0.15806632689084224,0.3136706556473402,0.8740305013283602,0.9067183822545662,-574.0,-85.59375,0.0
6,linear,12,0.1562767887878702,-539.4093928986276,0.9397376182902921,0.9740525492481159,0.9647709654019058,0.1562767887878702,0.1562767887878702,0.3114000266031845,0.8895102515889745,0.9291765674551209,-574.0,-85.59375,0.0
6,direct,13,0.1643028761215305,-533.9981724998806,0.930310405052057,0.9623932397677234,0.9666634870342504,0.1643028761215305,0.1643028761215305,0.325615593750316,0.8880720730402255,0.9180972243903116,-574.0,-85.59375,0.0
6,linear,13,0.16460116969517943,-545.6199187380806,0.9505573497179106,0.9844283836210407,0.9655931965527633,0.16460116969517943,0.16460116969517943,0.32598270341438174,0.901791629756783,0.9418924691034987,-574.0,-85.59375,0.0
6,direct,14,0.17106015267519215,-540.0878813019311,0.9409196538361168,0.972450659387718,0.9675757271104592,0.17106015267519215,0.17106015267519215,0.3384584353828861,0.9028244119949465,0.9305657560728003,-574.0,-85.59375,0.0
6,linear,14,0.1694476840444975,-548.421644800829,0.9554384055763572,0.9889877246014716,0.9660771127987118,0.1694476840444975,0.1694476840444975,0.33443867613818407,0.9081146604443401,0.9476289355445984,-574.0,-85.59375,0.0
6,direct,15,0.17752575704615595,-546.882433524568,0.9527568528302578,0.9837423707168294,0.9685024059053254,0.17752575704615595,0.17752575704615595,0.350786047763526,0.9181533386726952,0.9444774376342809,-574.0,-85.59375,0.0
6,linear,15,0.17137966172418828,-550.5588243481701,0.9591617148922824,0.9914027183803475,0.9674794078225475,0.17137966172418828,0.17137966172418828,0.3408347951922488,0.9229953742485135,0.9520047590467364,-574.0,-85.59375,0.0
6,direct,16,0.18224582663197378,-550.734252967819,0.9594673396651898,0.9898614343224904,0.9692945965936093,0.18224582663197378,0.18224582663197378,0.35972662883940765,0.9275763192315974,0.9523639449081968,-574.0,-85.59375,0.0
6,linear,16,0.18018531570228472,-553.1085938178227,0.9636038219822695,0.9947675796851192,0.9686723227221435,0.18018531570228472,0.18018531570228472,0.35606400659715887,0.9293284804037545,0.9572253504491859,-574.0,-85.59375,0.0
6,direct,17,0.18646958475597517,-552.5849200369945,0.9626914983222902,0.9924859303235338,0.9699799955939615,0.18646958475597517,0.18646958475597517,0.36759245225122983,0.9333999550644656,0.9561531410316606,-574.0,-85.59375,0.0
6,linear,17,0.18587785809057217,-554.2921628842169,0.9656657889968935,0.9961787365919821,0.9693700071339847,0.18587785809057217,0.18587785809057217,0.36584406826121807,0.9329147372507098,0.9596486795249177,-574.0,-85.59375,0.0
6,direct,18,0.19094216006030648,-554.4980980527884,0.9660245610675755,0.9952399615613805,0.9706448679492627,0.19094216006030648,0.19094216006030648,0.3759088132842328,0.9394049335844477,0.9600703268084476,-574.0,-85.59375,0.0
6,linear,18,0.18957762464147088,-555.1793049256803,0.9672113326231362,0.9970727500085397,0.9700509141533076,0.18957762464147088,0.18957762464147088,0.37280553761200574,0.9373367252765337,0.961465081426948,-574.0,-85.59375,0.0
6,direct,19,0.19492195554979425,-556.0895148694733,0.9687970642325319,0.9973887660993991,0.9713334430478057,0.19492195554979425,0.19492195554979425,0.38333686317759574,0.9446598304045827,0.9633287143018201,-574.0,-85.59375,0.0
6,linear,19,0.19145093575706223,-556.4141752675847,0.9693626746822033,0.998172887818849,0.9711370510176847,0.19145093575706223,0.19145093575706223,0.3779201622481004,0.9460301767540217,0.9639934486251654,-574.0,-85.59375,0.0
6,direct,20,0.1986980256633494,-557.2289040687637,0.9707820628375674,0.9987665217983608,0.9719809801890386,0.1986980256633494,0.1986980256633494,0.3903754079738677,0.9490910422336535,0.9656615861667692,-574.0,-85.59375,0.0
6,linear,20,0.1986980019771692,-557.2289040688236,0.9707820628376718,0.9987665240924513,0.9719809779565769,0.1986980019771692,0.1986980019771692,0.3903753696961878,0.9490910431958903,0.9656615861668919,-574.0,-85.59375,0.0
7,direct,1,0.5040313173042721,-631.3489277260446,0.6495359338745317,0.7974895292401385,0.8144758144892768,0.01654407802992062,0.01654407802992062,0.04975764689896166,0.41386213324793536,0.41311325978429136,-972.0,-391.5625,0.0
7,linear,1,0.5802531796879354,-714.2183147072951,0.7347925048428963,0.9020035289619039,0.8146226497456754,0.01959484180820949,0.01959484180820949,0.058708225215614585,0.4786124903848944,0.555883819889816,-972.0,-391.5625,0.0
7,direct,2,0.5783149978222255,-673.6626664727524,0.6930685869061238,0.8257206501556843,0.8393499505861337,0.021726563932089337,0.021726563932089337,0.06503297884722466,0.4861237026126505,0.48601299273867116,-972.0,-391.5625,0.0
7,linear,2,0.6286693791152151,-740.434354127139,0.7617637388139291,0.9296719383736659,0.8193898378244381,0.0221780864349198,0.0221780864349198,0.0663211140971683,0.5225808191648983,0.6010498186749461,-972.0,-391.5625,0.0
7,direct,3,0.7523665555867546,-805.8049781606842,0.8290174672435026,0.9456124413475681,0.8766989846940794,0.030923675903310226,0.030923675903310226,0.09264703246495816,0.6440965691402093,0.7136728384377029,-972.0,-391.5625,0.0
7,linear,3,0.7921326874629002,-833.0190537938187,0.8570154874422005,0.9734572034265143,0.8803833228883143,0.03363415736739317,0.03363415736739317,0.10052759380753482,0.6816345111027093,0.760558292311952,-972.0,-391.5625,0.0
7,direct,4,0.7652390948318812,-789.240408796064,0.8119757292140576,0.9048237066073552,0.897385560617734,0.03636943286236172,0.03636943286236172,0.10871755663218369,0.6700346729862999,0.6851347626506971,-972.0,-391.5625,0.0
7,linear,4,0.8274885192454154,-854.6225814920086,0.8792413389835477,0.9870835081115525,0.8907466610050815,0.039753264466777904,0.039753264466777904,0.11812757823592604,0.7261188293795428,0.7977776788922298,-972.0,-391.5625,0.0
7,direct,5,0.8682775332321151,-861.8417507306364,0.8866684678298721,0.9674523762019238,0.916498310036513,0.04761667171524967,0.04761667171524967,0.14203862132386155,0.778985338351363,0.8102151407009994,-972.0,-391.5625,0.0
7,linear,5,0.8841066393584535,-871.3490809288284,0.8964496717374778,0.9744838531976479,0.9199225505849988,0.05077913592892631,0.05077913592892631,0.1513450527611973,0.7988971485733956,0.8265947340218859,-972.0,-391.5625,0.0
7,direct,6,0.8812973518192926,-860.7838185096559,0.885580060195119,0.955901650602998,0.9264342828956106,0.05470042250476486,0.05470042250476486,0.16302470840366484,0.8044818841188681,0.8083924944712496,-972.0,-391.5625,0.0
7,linear,6,0.9190075563073079,-896.2930295005519,0.9221121702680574,0.9968791722671855,0.9249989325897071,0.056180514837613424,0.056180514837613424,0.1662052702496121,0.8365243247453137,0.8695691258758298,-972.0,-391.5625,0.0
7,direct,7,0.9113202067862984,-881.5994599161811,0.9069953291318739,0.9704978631154294,0.9345670542955099,0.06540578558844988,0.06540578558844988,0.19407532549574982,0.8483306924722129,0.8442544803121458,-972.0,-391.5625,0.0
7,linear,7,0.938369553851605,-900.7377892599562,0.9266849683744407,0.9912877900681845,0.9348293983432399,0.061499786383050446,0.061499786383050446,0.18096100650675973,0.8616721124430125,0.8772267285624313,-972.0,-391.5625,0.0
7,direct,8,0.9360210928575464,-899.4241171733595,0.9253334538820572,0.9839050061932064,0.9404703178228898,0.07423658752868664,0.07423658752868664,0.22000130153528374,0.8820320836636846,0.8749634838778672,-972.0,-391.5625,0.0
7,linear,8,0.9504893491832708,-910.4497068062424,0.9366766530928419,0.9958260717794828,0.940602661084235,0.07222599751052058,0.07222599751052058,0.21271421707160496,0.8901052513526568,0.8939587928179044,-972.0,-391.5625,0.0
7,direct,9,0.9360037834007657,-897.1786497799105,0.9230233022427063,0.9761967446742432,0.9455299941106843,0.08291506711494274,0.08291506711494274,0.24457593349569134,0.8922116792896662,0.8710949064798716,-972.0,-391.5625,0.0
7,linear,9,0.9699702430391167,-917.6392671998643,0.9440733201644692,0.9992014003683438,0.9448278593449205,0.07184326107256642,0.07184326107256642,0.21000227134518246,0.904173749867906,0.9063452433722223,-972.0,-391.5625,0.0
7,direct,10,0.9576679121259336,-916.2154117397787,0.9426084482919532,0.992750578377075,0.9494917140546087,0.09171179289326635,0.09171179289326635,0.26978339090988546,0.9201849393755122,0.9038921705433896,-972.0,-391.5625,0.0
7,linear,10,0.9598967781999781,-917.3070039735541,0.9437314855694998,0.9940807722482483,0.9493509098210634,0.08982505610979176,0.08982505610979176,0.26346186651287834,0.9197543257640673,0.9057728075349267,-972.0,-391.5625,0.0
7,direct,11,0.9556767223184599,-913.1662278397964,0.9394714278187206,0.9858408000512942,0.9529646447680388,0.09819872932075147,0.09819872932075147,0.28773745797359385,0.9236089033198294,0.8986389195043333,-972.0,-391.5625,0.0
7,linear,11,0.9804340231633097,-924.6844104225188,0.9513214098997107,0.9988667260553585,0.9524007408441666,0.08583757775309672,0.08583757775309672,0.24953127793399196,0.9315861276986971,0.9184828864822118,-972.0,-391.5625,0.0
7,direct,12,0.9682962930339055,-923.369588064747,0.9499687120007687,0.993127664625354,0.95654239211948,0.10546156942899303,0.10546156942899303,0.307784491991234,0.9403915481835641,0.916217660066324,-972.0,-391.5625,0.0
7,linear,12,0.9808273720887287,-925.2245034741716,0.9518770611874193,0.994148971195225,0.9574793001525879,0.0971863772430218,0.0971863772430218,0.28214280833504524,0.9439972996171122,0.9194133795183316,-972.0,-391.5625,0.0
7,direct,13,0.9732467661122636,-926.4073625993716,0.9530939944437979,0.9936176891431248,0.9592160091933613,0.11068927874692511,0.11068927874692511,0.32204070664991374,0.9481515444725034,0.9214512546128939,-972.0,-391.5625,0.0
7,linear,13,0.9841271171137727,-930.0548747866368,0.9568465789985974,0.9982975402306857,0.9584783498289399,0.10240012874504148,0.10240012874504148,0.29643978606069116,0.9510419798223058,0.9277353285868621,-972.0,-391.5625,0.0
7,direct,14,0.9755382667286809,-927.8026109126037,0.9545294350952713,0.992977167713883,0.9612803457433675,0.11588126834817832,0.11588126834817832,0.33568239651839266,0.9531900244540995,0.9238550419512931,-972.0,-391.5625,0.0
7,linear,14,0.9741995324997854,-928.8524531538661,0.9556095197056236,0.9931895688379203,0.9621622595409784,0.12080410636156226,0.12080410636156226,0.3509455554903346,0.9552915446925657,0.9256637504535219,-972.0,-391.5625,0.0
7,direct,15,0.9818162085739268,-933.1909789731894,0.9600730236349685,0.9970053488969914,0.9629567431078659,0.1205936533339613,0.1205936533339613,0.34819250294193743,0.9614487307797328,0.9331383292312944,-972.0,-391.5625,0.0
7,linear,15,0.9843180624885253,-933.6559916202966,0.9605514317081236,0.997831179836858,0.9626392230649382,0.11774691787384566,0.11774691787384566,0.3393999394984495,0.9618676359661786,0.9339394708651605,-972.0,-391.5625,0.0
7,direct,16,0.9815902718227747,-932.4553119641581,0.9593161645721789,0.9943715631284736,0.9647461775294498,0.1250472871240996,0.1250472871240996,0.35951303387718697,0.963174910168785,0.9318708938760127,-972.0,-391.5625,0.0
7,linear,16,0.9942497777077439,-935.7833082139458,0.9627400290266934,0.998725442642853,0.9639686623773857,0.11435104329712235,0.11435104329712235,0.3269322508450867,0.9676900084573792,0.9376044935310792,-972.0,-391.5625,0.0
7,direct,17,0.9872301179040615,-936.9893132412953,0.9639807749396044,0.9972782057581749,0.9666116930799101,0.13021185848381567,0.13021185848381567,0.3729660347984528,0.9706592812644007,0.9396822452741171,-972.0,-391.5625,0.0
7,linear,17,0.9866155493853835,-937.009079256618,0.9640011103463151,0.9972497469686756,0.9666596690313275,0.13103550602346634,0.13103550602346634,0.3755290849701222,0.9705376943710086,0.9397162989238599,-972.0,-391.5625,0.0
7,direct,18,0.9889591998484004,-937.9138554741513,0.964931950076287,0.9963969162606938,0.9684212529455737,0.13510406959516788,0.13510406959516788,0.38556958755884624,0.9740942739709173,0.941275082113322,-972.0,-391.5625,0.0
7,linear,18,0.9955112723485406,-939.5646414250334,0.9666302895319271,0.9985154968449006,0.9680673886246893,0.12913472644690432,0.12913472644690432,0.36720844967129795,0.9770438025835178,0.9441191195004345,-972.0,-391.5625,0.0
7,direct,19,0.9911007881015192,-939.9254120285729,0.9670014527042933,0.9968200806131419,0.9700862487736932,0.14063547438623045,0.14063547438623045,0.3997983864110821,0.9780481938804324,0.944740668941226,-972.0,-391.5625,0.0
7,linear,19,0.9878887901110465,-940.1581910517181,0.967240937296006,0.9969170819457795,0.970232083302403,0.14511201938955748,0.14511201938955748,0.4139204500065723,0.9769838485662188,0.9451417095754807,-972.0,-391.5625,0.0
7,direct,20,0.9926362151605657,-942.0073072776519,0.9691433202444977,0.9976800006472191,0.9713969605643002,0.14608073424181767,0.14608073424181767,0.41383829812121786,0.9812589871998153,0.9483274379716194,-972.0,-391.5625,0.0
7,linear,20,0.9938148066724815,-942.3362847657088,0.9694817744503178,0.9984144265880995,0.9710214001648054,0.14414871049476438,0.14414871049476438,0.40801737254777093,0.9816048515004224,0.948894213012958,-972.0,-391.5625,0.0
7,direct,21,0.9923677457788781,-942.5700215347696,0.9697222443773348,0.9969520501166248,0.9726869454392469,0.1517342758823418,0.1517342758823418,0.42816142828595205,0.9825860090386743,0.9492969036886307,-972.0,-391.5625,0.0
7,linear,21,0.9953358994968167,-943.3973554244408,0.9705734109304944,0.9989916532497428,0.9715530733146737,0.14606793659554493,0.14606793659554493,0.4114774173970378,0.9833735694369596,0.9507222662637076,-972.0,-391.5625,0.0
7,direct,22,0.9942449706520871,-944.8260538880761,0.972043265316951,0.9978753515600709,0.9741129127974408,0.15761602884867779,0.15761602884867779,0.443144051191477,0.9859012379012674,0.953183682804912,-972.0,-391.5625,0.0
7,linear,22,0.9937656185104905,-944.8443000002167,0.9720620370372599,0.9979593755821845,0.9740497066528216,0.15810868065602954,0.15810868065602954,0.44476495921243153,0.9856031408900231,0.9532151179071247,-972.0,-391.5625,0.0
8,direct,1,0.14829434529114527,-431.1165872598155,0.4645652879954908,0.5588810220641826,0.8312418379848646,0.009585981788062359,0.009585981788062359,0.009585981788062359,0.24158478849927542,0.3161027459650356,-928.0,-201.453125,0.0
8,linear,1,0.1640664309740385,-466.791588533414,0.5030081772989377,0.6144403070686582,0.8186444989240119,0.01100090975345316,0.01100090975345316,0.01100090975345316,0.2652289859477551,0.36520487894661163,-928.0,-201.453125,0.0
8,direct,2,0.14191854499003365,-388.06599201554553,0.41817456036157924,0.5052056221839493,0.8277314067762268,0.00880048344454241,0.00880048344454241,0.00880048344454241,0.2267599376376834,0.2568490395276224,-928.0,-201.453125,0.0
8,linear,2,0.1704707811900308,-492.7291145246357,0.5309580975480989,0.6586620759324293,0.8061160904041007,0.01199880399341877,0.01199880399341877,0.01199880399341877,0.2753297584193467,0.4009046071867499,-928.0,-201.453125,0.0
8,direct,3,0.24172787056831194,-566.443403317211,0.6103915984021672,0.7062701673351478,0.8642466107626443,0.01681291503205175,0.01681291503205175,0.01681291503205175,0.3767455312602192,0.5023630145229254,-928.0,-201.453125,0.0
8,linear,3,0.24670811691678504,-573.5762885199555,0.6180778971120209,0.712486517660738,0.8674941655616404,0.016488035829333128,0.016488035829333128,0.016488035829333128,0.3852354601521355,0.5121805300173584,-928.0,-201.453125,0.0
8,direct,4,0.2718191507459504,-611.4763634632856,0.6589184951112992,0.7524158032531946,0.8757371818379621,0.01880966543050052,0.01880966543050052,0.01880966543050052,0.4205608849623679,0.5643451958461532,-928.0,-201.453125,0.0
8,linear,4,0.2898489517796393,-658.063968331142,0.7091206555292477,0.8222485327480881,0.862416443796198,0.021046555067576373,0.021046555067576373,0.021046555067576373,0.4455877879040826,0.628467149254674,-928.0,-201.453125,0.0
8,direct,5,0.30955944332837027,-624.273827146191,0.6727088654592575,0.7573841078851636,0.8882003972035484,0.023706567626719577,0.023706567626719577,0.023706567626719577,0.4621872079610894,0.581959288099878,-928.0,-201.453125,0.0
8,linear,5,0.3318284469349725,-718.2892228299643,0.7740185590840131,0.8875535818055209,0.8720809368032212,0.025386086872497278,0.025386086872497278,0.025386086872497278,0.5033360931588851,0.7113596047467196,-928.0,-201.453125,0.0
8,direct,6,0.38340465640514754,-709.4420344508605,0.7644849509168755,0.8475075581708833,0.9020390951637178,0.030581206026896297,0.030581206026896297,0.030581206026896297,0.5598565725218485,0.6991825674714526,-928.0,-201.453125,0.0
