,size,pid,penalty,pen,energy,approx_ratio,feas_ratio,feas_approx_ratio,p_opt,p_999,p_99,p_9,rnd_approx_ratio,min_val,rnd_val,max_val
651,10,69,max,35.0,-74.13348332737588,0.5411256635099915,0.9353179283776397,0.5785473015027133,0.0007126108704162366,0.0007126108704162366,0.0007126108704162366,0.0176501687682021,0.31192080770466346,-137.0,-45.634765625,0.0
652,10,70,auto,0.16528925618468684,-174.27940336863153,0.8418476805425724,0.8760394531623362,0.9609700539212727,0.6575561134020375,0.6575561134020375,0.6575561134020375,0.7405635172833216,0.764092861011608,-207.0,-68.298828125,0.0
653,10,70,max,40.0,-91.94947258189323,0.4441970835237916,0.9555947335555385,0.464838354509386,0.0007843971358394933,0.0007843971358394933,0.0007843971358394933,0.003618578481622328,0.17051510190705252,-207.0,-68.298828125,0.0
654,10,71,auto,1.444444442839506,-113.66830795615911,0.617816012021827,0.8980387416376181,0.6879614245764152,0.008583011458297029,0.008583011458297029,0.008583011458297029,0.046497138854932916,0.5679322039469837,-184.0,-21.220703125,0.0
655,10,71,max,49.0,-85.74537116708169,0.4659891664044127,0.9069841282512491,0.513778744180324,0.002515203183099844,0.002515203183099844,0.002515203183099844,0.009369265991586221,0.3963935787954096,-184.0,-21.220703125,0.0
656,10,72,auto,1.3124999991796875,-104.23910289126705,0.6241976560656797,0.8287558895723016,0.7531743230057901,0.041011824227035136,0.041011824227035136,0.041011824227035136,0.1688683940221715,0.5601423687839726,-167.0,-24.3154296875,0.0
657,10,72,max,42.0,-83.67654178366551,0.5010475738655921,0.9251813507960681,0.5415668759800097,0.004135006427498664,0.004135006427498664,0.004135006427498664,0.028208794522006683,0.41603035258932364,-167.0,-24.3154296875,0.0
658,10,73,auto,1.9999999800000003,-92.64087586159022,0.60947963427264,0.9001336219961995,0.6770990654932044,0.003694246837510616,0.003694246837510616,0.003694246837510616,0.053350023794838046,0.46723921819468833,-152.0,-40.58203125,0.0
659,10,73,max,34.0,-78.7853696605175,0.5182589649294342,0.9330162476793467,0.5554661735189271,0.0008755125750153807,0.0008755125750153807,0.0008755125750153807,0.013905767646786147,0.34288309901106057,-152.0,-40.58203125,0.0
660,10,74,auto,3.9999999600000007,-152.13862184933652,0.6158715349340657,0.9268283255635063,0.66449364779569,0.014984162596735415,0.014984162596735415,0.014984162596735415,0.014984162596735415,0.3745618418005086,-247.0,-95.328125,0.0
661,10,74,max,43.0,-118.20852601139472,0.4785755744198824,0.9671315394871753,0.49484021033338305,0.0007021159614020805,0.0007021159614020805,0.0007021159614020805,0.0007021159614020805,0.1508546064416671,-247.0,-95.328125,0.0
662,10,75,auto,0.039999999984,-134.49657167146114,0.9539775192290882,0.9855380716582041,0.9679763234554561,0.011241013646825112,0.011241013646825112,0.4109470689669359,0.9455292379363095,0.9146358862186585,-141.0,-64.8154296875,0.0
663,10,75,max,35.0,-69.92614500327561,0.4959268476038411,0.9876485678237664,0.502128858138873,0.0008047591922515973,0.0008047591922515973,0.002429082258533658,0.01500677706349165,0.06708333846095166,-141.0,-64.8154296875,0.0
664,10,76,auto,0.14062499997802735,-80.1116459279648,0.7776869266700869,0.8871189611824898,0.8766433372514832,0.18494753072896364,0.18494753072896364,0.18494753072896364,0.4681778532794768,0.6779034910567566,-103.0,-31.939453125,0.0
665,10,76,max,30.0,-50.50908611250551,0.4903562848288199,0.9442633120683077,0.5193003673464205,0.002061781307195012,0.002061781307195012,0.002061781307195012,0.015258423932788916,0.2613212788830723,-103.0,-31.939453125,0.0
666,10,77,auto,1.2399999995039999,-96.41141246450343,0.48692794722292876,0.8265326132070422,0.5891212753645522,0.024015126365607542,0.024015126365607542,0.024015126365607542,0.06571819705030264,0.46983842563922346,-198.0,-6.3818359375,0.0
667,10,77,max,76.0,-77.95752536074284,0.3937249102570746,0.8970502916931757,0.43891063177062434,0.005620737173036977,0.005620737173036977,0.005620737173036977,0.017071120504251067,0.3735329047401635,-198.0,-6.3818359375,0.0
668,10,78,auto,0.7499999981250001,-118.09017623125155,0.578877348031123,0.7958146283309198,0.7274022459793378,0.06371829277877418,0.06371829277877418,0.06371829277877418,0.18840031114897793,0.5459550684166873,-204.0,-14.7900390625,0.0
669,10,78,max,54.0,-86.97075953671116,0.42633102208600454,0.9177106507386208,0.46455930498667675,0.004801100569544933,0.004801100569544933,0.004801100569544933,0.02210085272548384,0.38148478080418796,-204.0,-14.7900390625,0.0
670,10,79,auto,0.03550295857778089,-66.88563994479493,0.5762895114139752,0.7952888360830257,0.7246291979305647,0.010494011085992962,0.010494011085992962,0.010494011085992962,0.09500370151402383,0.19298612489521838,-116.0,-55.140625,0.0
671,10,79,max,29.0,-67.044958193375,0.5778686388847554,0.9773158776067358,0.5912813371044865,0.007755458415659727,0.007755458415659727,0.007755458415659727,0.05641873924346205,0.1956039343712451,-116.0,-55.140625,0.0
